School Name,State,School Ownership,Full-time Faculty Rate (%),Faculty Average Monthly Salary,Student Enrollment Size,RetentionRate_4yr,Attendance Cost,150% Completion Rate at 4 Yr (%),Admission Rate (%),SAT Average (Overall),SAT 75th Percentile Math,SAT 75th Percentile Reading,SAT 75th Percentile Writing,Mean Earnings (6 Yrs after Entry),Mean Earnings (10 Yrs after Entry),Female_Majority,MeanEarningsGenderDiff10
University of Colorado Boulder,CO,Public,74.31,11284.0,29779.0,84.98,31034.0,72.47,84.2,1268.0,680.0,670.0,,42700.0,59700.0,False,12100.0
Colorado Christian University,CO,Private NonProfit,17.169999999999998,6678.0,4804.0,82.37,46894.0,60.79,,,,,,37600.0,44600.0,True,22000.0
Colorado College,CO,Private NonProfit,86.05000000000001,11349.0,2023.0,86.17,74760.0,87.98,13.6,,,,,35900.0,49900.0,True,10100.0
Colorado School of Mines,CO,Public,71.64,12364.0,5173.0,91.87,36107.0,84.17,54.97,1372.0,740.0,700.0,650.0,74700.0,95600.0,False,7500.0
Colorado State University-Fort Collins,CO,Public,72.43,10425.0,23332.0,84.99,27513.0,70.21,83.52000000000001,1199.0,640.0,640.0,,39900.0,53400.0,True,16600.0
Colorado Technical University-Colorado Springs,CO,Private ForProfit,,7102.0,24504.0,47.84,23174.0,23.08,,,,,,34100.0,51300.0,True,24300.0
University of Denver,CO,Private NonProfit,50.73,11222.0,5683.0,84.14,69469.0,75.46000000000001,60.67,1296.0,680.0,680.0,630.0,49000.0,65400.0,True,19200.0
Fort Lewis College,CO,Public,98.44,7287.0,3205.0,68.10000000000001,23881.0,42.21,91.51,1037.0,580.0,590.0,,30500.0,39400.0,True,8600.0
Colorado Mesa University,CO,Public,57.93000000000001,7059.0,8146.0,75.0,22143.0,37.0,75.44,,,,,34200.0,42300.0,True,16600.0
Metropolitan State University of Denver,CO,Public,100.0,7089.0,17255.0,61.01,19975.0,32.029999999999994,83.33,973.0,540.0,550.0,,36100.0,44200.0,True,10200.0
Naropa University,CO,Private NonProfit,31.49,6331.0,318.0,55.56,51142.0,31.15,100.0,,,,,19600.0,27800.0,True,3600.0
Nazarene Bible College,CO,Private NonProfit,100.0,4479.0,351.0,,,55.56,,,,,,32100.0,34400.0,True,
University of Northern Colorado,CO,Public,60.33,7742.0,7531.0,70.15,23864.0,51.74999999999999,87.7,1099.0,590.0,610.0,,35300.0,47100.0,True,12400.0
Regis University,CO,Private NonProfit,40.62,7340.0,3071.0,72.97,51593.0,67.08,78.2,1143.0,600.0,620.0,570.0,54100.0,62700.0,True,20500.0
Rocky Mountain College of Art and Design,CO,Private ForProfit,23.46,4649.0,1625.0,57.49999999999999,24570.0,38.89,,,,,,30500.0,36700.0,True,5000.0
Colorado State University Pueblo,CO,Public,52.25,7155.0,3275.0,68.26,21950.0,36.94,94.31,1022.0,550.0,560.0,,39100.0,41600.0,True,9500.0
United States Air Force Academy,CO,Public,98.8,9852.0,4307.0,93.35,,87.32,13.43,1371.0,730.0,700.0,,,,False,
Western Colorado University,CO,Public,77.78,6627.0,1682.0,67.25999999999999,24194.0,50.45,88.5,1110.0,590.0,600.0,,32500.0,43400.0,False,11100.0
Albertus Magnus College,CT,Private NonProfit,40.99,7476.0,1076.0,71.95,49375.0,49.04,81.26,,,,,45200.0,56000.0,True,10800.0
Bais Binyomin Academy,NY,Private NonProfit,,4583.0,35.0,52.94,27810.0,100.0,70.83,,,,,,,False,
University of Bridgeport,CT,Private NonProfit,30.82,7935.0,2338.0,67.66,53853.0,39.59,70.95,1026.0,550.0,580.0,490.0,35600.0,47100.0,True,600.0
Central Connecticut State University,CT,Public,48.51,9860.0,8402.0,78.23,22518.0,52.07000000000001,64.85,1062.0,570.0,580.0,550.0,40800.0,51600.0,False,13600.0
Charter Oak State College,CT,Public,0.0,,1471.0,50.0,16369.0,,,,,,,48200.0,43700.0,True,16900.0
Connecticut College,CT,Private NonProfit,73.7,9776.0,1711.0,86.67,74590.0,81.93,37.72,1400.0,730.0,720.0,,44400.0,62900.0,True,12100.0
University of Connecticut,CT,Public,68.66,13183.0,18658.0,92.99,33896.0,83.03,56.09,1294.0,710.0,680.0,650.0,49800.0,66000.0,True,14400.0
Eastern Connecticut State University,CT,Public,100.0,9335.0,4104.0,76.02,27425.0,55.92,69.69999999999999,,,,,36800.0,49000.0,True,9800.0
Fairfield University,CT,Private NonProfit,100.0,11497.0,4319.0,91.65,67080.0,82.37,56.13,1281.0,670.0,670.0,,56500.0,80100.0,True,8700.0
University of Hartford,CT,Private NonProfit,43.22,7664.0,4378.0,81.39999999999999,57475.0,54.61,77.41,1129.0,600.0,610.0,,40300.0,51700.0,True,7100.0
Holy Apostles College and Seminary,CT,Private NonProfit,45.45,4748.0,195.0,60.0,,100.0,,,,,,,,True,
Mitchell College,CT,Private NonProfit,100.0,7187.0,571.0,70.16,48699.0,59.440000000000005,74.22,,,,,28200.0,34000.0,False,5000.0
University of New Haven,CT,Private NonProfit,36.53,10225.0,5078.0,78.52,58438.0,64.66,91.1,1147.0,600.0,620.0,570.0,40500.0,54600.0,True,9500.0
Paier College,CT,Private ForProfit,,4970.0,122.0,87.5,22945.0,61.53999999999999,94.49,,,,,29600.0,33900.0,True,
Post University,CT,Private ForProfit,5.53,6061.0,12630.0,60.47,30161.0,25.14,,,,,510.0,40000.0,46500.0,True,8200.0
Quinnipiac University,CT,Private NonProfit,42.46,11256.0,6787.0,88.82,66237.0,76.2,82.39,,,,590.0,53800.0,67700.0,True,8100.0
Sacred Heart University,CT,Private NonProfit,36.24,9249.0,6356.0,86.7,61591.0,72.56,65.53,,,,,47400.0,61800.0,True,5700.0
University of Saint Joseph,CT,Private NonProfit,96.38,8586.0,884.0,82.67,50959.0,56.38,78.02,1073.0,575.0,595.0,,43100.0,52900.0,True,
Southern Connecticut State University,CT,Public,47.620000000000005,9663.0,7239.0,76.88000000000001,25413.0,51.06,79.67999999999999,,,,520.0,38800.0,48100.0,True,6800.0
Trinity College,CT,Private NonProfit,84.53,10636.0,2194.0,90.0,76850.0,82.16,36.04,,,,,52000.0,74300.0,True,20400.0
United States Coast Guard Academy,CT,Public,84.88,11007.0,1056.0,100.0,,86.29,20.09,1332.0,710.0,690.0,650.0,,,False,
Wesleyan University,CT,Private NonProfit,89.33,12413.0,2838.0,87.42,75693.0,90.93,20.9,,,,,46400.0,63400.0,True,13900.0
Western Connecticut State University,CT,Public,100.0,9763.0,4500.0,75.46000000000001,23110.0,51.16,80.72,,,,,37800.0,50400.0,True,10600.0
Yale University,CT,Private NonProfit,72.33000000000001,19490.0,4701.0,65.42,76645.0,96.39,6.529999999999999,1520.0,800.0,780.0,790.0,67800.0,124400.0,False,48100.0
Delaware State University,DE,Public,63.63999999999999,8379.0,3881.0,73.89,23888.0,48.06,39.34,923.0,490.0,520.0,460.0,30100.0,38400.0,True,2500.0
University of Delaware,DE,Public,97.98,13194.0,18618.0,89.7,28708.0,82.49,65.99000000000001,1254.0,670.0,660.0,640.0,48100.0,64000.0,True,11500.0
Goldey-Beacom College,DE,Private NonProfit,28.09,8434.0,676.0,76.28,39197.0,51.24999999999999,55.21,,,,,40200.0,48800.0,True,8300.0
Wesley College,DE,Private NonProfit,100.0,7072.0,790.0,48.97,40704.0,32.23,58.59,933.0,520.0,530.0,450.0,33600.0,45700.0,True,2900.0
Wilmington University,DE,Private NonProfit,6.67,7620.0,8713.0,50.28,18524.0,21.28,,,,,,40800.0,46600.0,True,11300.0
American University,DC,Private NonProfit,56.68,12033.0,7510.0,84.77,66416.0,79.11,38.65,1328.0,680.0,710.0,670.0,46700.0,67700.0,True,9600.0
The Catholic University of America,DC,Private NonProfit,52.080000000000005,9941.0,3017.0,85.54,65857.0,74.22,82.23,,,,,48400.0,60500.0,True,12100.0
University of the District of Columbia,DC,Public,33.660000000000004,9629.0,3297.0,71.43,22638.0,22.84,,,,,,32800.0,39400.0,True,3800.0
Gallaudet University,DC,Private NonProfit,100.0,10092.0,1004.0,74.32,38892.0,43.65,62.62,904.0,530.0,510.0,,25400.0,34300.0,True,-800.0
George Washington University,DC,Private NonProfit,52.5,14724.0,11106.0,88.03,74023.0,85.21,43.04,1385.0,730.0,720.0,690.0,58600.0,82400.0,True,16600.0
Georgetown University,DC,Private NonProfit,57.49999999999999,15393.0,7119.0,93.92,76280.0,94.22,16.81,1473.0,790.0,760.0,,81100.0,125200.0,True,44800.0
Howard University,DC,Private NonProfit,76.52,9638.0,7784.0,89.99000000000001,45971.0,64.01,38.64,1192.0,620.0,640.0,600.0,39500.0,54500.0,True,1000.0
Strayer University-District of Columbia,DC,Private ForProfit,17.39,993.0,610.0,,,25.0,,,,,,38400.0,53500.0,True,18500.0
Trinity Washington University,DC,Private NonProfit,29.25,7520.0,1415.0,76.82,32710.0,46.48,95.79,,,,,37400.0,43100.0,True,
The Baptist College of Florida,FL,Private NonProfit,100.0,4865.0,268.0,75.0,19926.0,50.0,75.56,1055.0,540.0,600.0,,29300.0,36200.0,False,20200.0
Barry University,FL,Private NonProfit,45.29,8805.0,3249.0,68.12,47118.0,36.17,65.3,,,,,43700.0,50900.0,True,7300.0
Bethune-Cookman University,FL,Private NonProfit,100.0,6770.0,2746.0,73.17,30219.0,33.06,97.73,919.0,480.0,500.0,,26000.0,32300.0,True,2700.0
Lynn University,FL,Private NonProfit,48.61,5773.0,2452.0,72.55,55651.0,58.650000000000006,78.68,,,,540.0,38600.0,46500.0,True,11100.0
Albizu University-Miami,FL,Private NonProfit,100.0,5554.0,144.0,100.0,40503.0,50.0,78.72,,,,,30200.0,34000.0,True,12400.0
Johnson University Florida,FL,Private NonProfit,100.0,5505.0,159.0,50.0,27611.0,40.48,37.31,980.0,440.0,545.0,470.0,28200.0,31700.0,False,11200.0
University of Central Florida,FL,Public,98.46,10848.0,61111.0,92.15,21309.0,74.0,45.17,1261.0,670.0,670.0,610.0,39900.0,51200.0,True,13000.0
South University-West Palm Beach,FL,Private ForProfit,42.03,6562.0,415.0,25.0,28179.0,11.54,,,,,,32500.0,40200.0,True,8400.0
Eckerd College,FL,Private NonProfit,87.63,8375.0,1819.0,79.81,63342.0,64.51,68.58,,,,,36000.0,46700.0,True,6900.0
Edward Waters University,FL,Private NonProfit,100.0,4975.0,969.0,53.59,26503.0,27.92,57.03,903.0,480.0,510.0,420.0,22700.0,28700.0,False,1700.0
Embry-Riddle Aeronautical University-Daytona Beach,FL,Private NonProfit,92.83,9778.0,6399.0,79.3,54724.0,61.51,60.6,1240.0,670.0,660.0,,51400.0,70300.0,False,8300.0
Florida Agricultural and Mechanical University,FL,Public,99.71,8264.0,7072.0,85.44,23312.0,55.23,32.98,1101.0,560.0,590.0,510.0,31800.0,44700.0,True,0.0
Florida Atlantic University,FL,Public,72.2,9971.0,24396.0,81.67999999999999,21761.0,55.92,74.78,1147.0,600.0,620.0,550.0,38800.0,48300.0,True,8500.0
Flagler College,FL,Private NonProfit,48.06,7557.0,2671.0,69.06,35809.0,57.65,56.49,1125.0,590.0,630.0,570.0,34900.0,42200.0,True,10700.0
AdventHealth University,FL,Private NonProfit,97.25,7949.0,1129.0,80.0,33648.0,35.21,90.87,1089.0,540.0,600.0,,53500.0,58200.0,True,13500.0
Florida Institute of Technology,FL,Private NonProfit,92.4,9639.0,3188.0,82.0,59433.0,60.31,70.37,1241.0,670.0,660.0,,46900.0,61200.0,False,17600.0
Florida International University,FL,Public,97.64,10886.0,41220.0,91.06,19384.0,66.97999999999999,57.88,1190.0,620.0,640.0,570.0,41500.0,52000.0,True,8900.0
Florida Memorial University,FL,Private NonProfit,70.11,7261.0,887.0,49.53,28157.0,34.86,38.41,,,,,23700.0,29600.0,True,-400.0
Florida Southern College,FL,Private NonProfit,99.42,8407.0,2724.0,80.91000000000001,52794.0,68.35,50.370000000000005,1230.0,630.0,650.0,600.0,37400.0,44400.0,True,8800.0
Florida State University,FL,Public,84.99,11160.0,32384.0,94.5,22278.0,84.16,32.45,1308.0,670.0,680.0,640.0,39700.0,53900.0,True,12200.0
University of Florida,FL,Public,88.03,11900.0,34237.0,97.34,21151.0,88.64,31.130000000000003,1390.0,740.0,720.0,670.0,47700.0,65700.0,True,12100.0
Full Sail University,FL,Private ForProfit,94.96,4750.0,23018.0,61.47,35865.0,43.7,,,,,,34200.0,46000.0,False,7700.0
Hobe Sound Bible College,FL,Private NonProfit,65.22,1553.0,145.0,77.27000000000001,14488.0,56.67,,,,,,21100.0,,True,
AI Miami International University of Art and Design,FL,Private ForProfit,10.58,5278.0,820.0,57.97,27974.0,25.19,,,,,,27900.0,34800.0,True,2900.0
Jacksonville University,FL,Private NonProfit,63.01,7533.0,2737.0,69.1,54991.0,51.4,77.74,1115.0,,,,48800.0,57100.0,True,3800.0
Luther Rice College & Seminary,GA,Private NonProfit,68.28999999999999,3855.0,219.0,,,25.0,44.440000000000005,,,,,41700.0,45400.0,False,
Trinity International University-Florida,FL,Private NonProfit,,5586.0,99.0,100.0,,,,,,,,35400.0,45400.0,True,16600.0
University of Miami,FL,Private NonProfit,80.99,12854.0,11221.0,90.6,69563.0,82.89,33.09,1354.0,720.0,700.0,680.0,54500.0,72900.0,True,18800.0
University of North Florida,FL,Public,96.39,8226.0,14308.0,83.78,19469.0,66.14999999999999,79.92,1144.0,600.0,630.0,590.0,37500.0,49200.0,True,12200.0
Nova Southeastern University,FL,Private NonProfit,39.4,10292.0,6254.0,80.2,50429.0,62.3,76.24,1145.0,610.0,630.0,,47800.0,55600.0,True,18000.0
Palm Beach Atlantic University,FL,Private NonProfit,100.0,8110.0,2370.0,73.44000000000001,49839.0,56.7,91.71,1127.0,590.0,620.0,580.0,40600.0,48000.0,True,10800.0
Ringling College of Art and Design,FL,Private NonProfit,67.80000000000001,8602.0,1623.0,79.55,69060.0,78.11,68.51,,,,,36000.0,43100.0,True,11600.0
Rollins College,FL,Private NonProfit,100.0,9513.0,2536.0,87.41,66805.0,80.74,60.81,,,,,40300.0,53100.0,True,9900.0
Saint Leo University,FL,Private NonProfit,22.33,8155.0,6745.0,64.28,38890.0,50.49,73.0,,,,,39200.0,50500.0,True,19200.0
St. John Vianney College Seminary,FL,Private NonProfit,94.12,4791.0,57.0,100.0,40000.0,100.0,92.31,,,,,,,False,
University of South Florida,FL,Public,71.99,10465.0,37002.0,91.81,21134.0,73.66,49.24,1256.0,660.0,660.0,600.0,39400.0,48500.0,True,10300.0
St. Thomas University,FL,Private NonProfit,100.0,9025.0,1636.0,48.71,46539.0,34.57,59.62,1004.0,540.0,560.0,500.0,44600.0,60500.0,False,27000.0
Stetson University,FL,Private NonProfit,68.82000000000001,10135.0,3119.0,76.23,63006.0,64.25,81.49,,,,,36500.0,51800.0,True,12000.0
Southeastern University,FL,Private NonProfit,100.0,7315.0,5342.0,66.27,39276.0,47.89,42.66,1081.0,570.0,600.0,530.0,31200.0,37900.0,True,11200.0
Talmudic College of Florida,FL,Private NonProfit,100.0,2943.0,28.0,88.89,26650.0,60.0,,,,,,,,False,
The University of Tampa,FL,Private NonProfit,100.0,9410.0,8645.0,77.85,46341.0,60.46,55.510000000000005,1174.0,610.0,620.0,570.0,42300.0,55100.0,True,11200.0
Trinity Baptist College,FL,Private NonProfit,100.0,3980.0,323.0,52.05,22571.0,31.630000000000003,67.47999999999999,1006.0,538.0,570.0,460.0,24300.0,33300.0,False,
Trinity College of Florida,FL,Private NonProfit,36.36,3680.0,210.0,74.07000000000001,25963.0,22.58,50.48,957.0,500.0,545.0,470.0,27700.0,33700.0,False,
Warner University,FL,Private NonProfit,31.78,4961.0,815.0,51.92,34297.0,49.44,54.120000000000005,,,,,35500.0,42500.0,False,8300.0
Webber International University,FL,Private NonProfit,50.0,4868.0,735.0,49.48,42702.0,39.73,37.78,951.0,530.0,530.0,,31900.0,40100.0,False,8800.0
Rasmussen University-Florida,FL,Private ForProfit,9.86,7162.0,9008.0,50.0,23396.0,40.36,,,,,,29900.0,34300.0,True,14300.0
The University of West Florida,FL,Public,100.0,9046.0,9196.0,84.48,17716.0,48.16,57.56,1168.0,600.0,630.0,540.0,33600.0,43400.0,True,12000.0
Agnes Scott College,GA,Private NonProfit,70.59,9205.0,980.0,82.61,55403.0,72.44,67.52,,,,,33200.0,46300.0,True,
The Art Institute of Atlanta,GA,Private ForProfit,23.53,5353.0,793.0,45.45,32980.0,16.86,,,,,,27100.0,36000.0,True,2100.0
Point University,GA,Private NonProfit,13.43,5692.0,895.0,64.79,34160.0,33.46,34.870000000000005,1007.0,540.0,540.0,,30200.0,34700.0,True,12600.0
Clark Atlanta University,GA,Private NonProfit,62.77,8010.0,3092.0,63.470000000000006,39194.0,42.35,59.05,974.0,510.0,530.0,,28400.0,38200.0,True,300.0
Berry College,GA,Private NonProfit,77.21000000000001,8805.0,1992.0,84.23,52966.0,70.37,77.22,,,,610.0,32300.0,43900.0,True,14000.0
Beulah Heights University,GA,Private NonProfit,11.43,4424.0,344.0,90.0,11650.0,7.41,,,,,,29800.0,36900.0,False,10200.0
Brenau University,GA,Private NonProfit,54.21,7357.0,1590.0,52.63,44094.0,40.71,92.19,1047.0,560.0,600.0,520.0,41300.0,45400.0,True,14600.0
Brewton-Parker College,GA,Private NonProfit,100.0,5138.0,556.0,46.35,31902.0,15.45,98.14,,,,,29800.0,35100.0,False,14300.0
College of Coastal Georgia,GA,Public,82.39,6998.0,2976.0,63.78,18200.0,23.26,95.94,1006.0,530.0,570.0,,27500.0,32800.0,True,7100.0
Clayton  State University,GA,Public,64.32,7325.0,5375.0,69.23,18374.0,30.570000000000004,68.54,,,,,35900.0,42300.0,True,11000.0
Columbus State University,GA,Public,64.52,7600.0,6482.0,75.3,19807.0,38.23,78.32000000000001,1007.0,530.0,550.0,530.0,31100.0,38800.0,True,7200.0
Covenant College,GA,Private NonProfit,100.0,7820.0,842.0,84.47,49420.0,67.55,97.55,1209.0,635.0,670.0,650.0,35100.0,46700.0,True,16700.0
Dalton State College,GA,Public,66.4,6675.0,4366.0,66.67,11526.0,28.96,,,,,,28000.0,34700.0,True,10100.0
South University-Savannah,GA,Private ForProfit,55.91,8741.0,246.0,60.0,30800.0,15.79,,,,,,32500.0,40200.0,True,8400.0
Emmanuel College,GA,Private NonProfit,55.28999999999999,5083.0,779.0,61.79,31589.0,38.86,52.75,1005.0,540.0,560.0,,26700.0,35400.0,False,9700.0
Emory University,GA,Private NonProfit,75.1,14515.0,6978.0,93.49,72604.0,90.27,19.17,1459.0,790.0,740.0,730.0,65500.0,84400.0,True,20100.0
Fort Valley State University,GA,Public,74.52,6680.0,2767.0,73.37,20264.0,43.32,72.32,,,,,25500.0,34700.0,True,4600.0
Georgia Institute of Technology-Main Campus,GA,Public,90.3,13626.0,15743.0,96.7,29291.0,90.71,21.34,1465.0,790.0,740.0,730.0,66100.0,85900.0,False,14200.0
Georgia Southwestern State University,GA,Public,71.73,7002.0,2201.0,66.23,19125.0,36.27,73.4,1040.0,540.0,570.0,,32900.0,40100.0,True,11600.0
Georgia College & State University,GA,Public,83.15,7952.0,5549.0,82.33,28707.0,61.72,85.94000000000001,1194.0,605.0,640.0,600.0,37500.0,45200.0,True,9600.0
Georgia Southern University,GA,Public,83.7,8027.0,22275.0,78.97,22608.0,53.66,91.17,1083.0,570.0,600.0,570.0,36800.0,46100.0,True,9800.0
Georgia State University,GA,Public,79.60000000000001,9420.0,28085.0,80.66,27206.0,53.13,82.39,1147.0,630.0,630.0,570.0,38100.0,48200.0,True,10600.0
University of Georgia,GA,Public,92.69,11603.0,29705.0,94.44,27329.0,87.18,48.38,1384.0,740.0,720.0,660.0,45200.0,59100.0,True,14100.0
LaGrange College,GA,Private NonProfit,100.0,6724.0,741.0,57.99999999999999,46034.0,44.440000000000005,59.67,1077.0,553.0,570.0,520.0,36100.0,45700.0,False,21300.0
Life University,GA,Private NonProfit,65.25999999999999,7090.0,938.0,72.05,37684.0,28.87,96.81,1003.0,520.0,540.0,,36500.0,47200.0,True,19100.0
Herzing University-Atlanta,GA,Private NonProfit,25.58,6665.0,691.0,42.86,29587.0,17.86,92.47,,,,,30100.0,41600.0,True,14300.0
Mercer University,GA,Private NonProfit,95.87,8739.0,4725.0,86.61,52940.0,73.19,78.16,1285.0,670.0,670.0,625.0,40400.0,58200.0,True,20100.0
Morehouse College,GA,Private NonProfit,96.48,6286.0,2152.0,85.79,48802.0,56.39999999999999,77.07000000000001,,,,520.0,34600.0,49000.0,False,
Oglethorpe University,GA,Private NonProfit,100.0,6971.0,1415.0,76.75,55451.0,51.080000000000005,66.93,1203.0,630.0,650.0,600.0,37500.0,49400.0,True,9100.0
Paine College,GA,Private NonProfit,76.74,3008.0,179.0,17.71,26534.0,7.84,74.99,899.0,483.0,493.0,430.0,21400.0,29700.0,True,900.0
Piedmont University,GA,Private NonProfit,36.18,7134.0,1231.0,76.92,40949.0,43.25,70.08,1085.0,570.0,590.0,,40200.0,43400.0,True,9000.0
Reinhardt University,GA,Private NonProfit,42.53,6074.0,1253.0,60.12,39983.0,34.74,98.69,1073.0,570.0,590.0,510.0,33500.0,40500.0,False,8000.0
Savannah College of Art and Design,GA,Private NonProfit,84.97,9604.0,11398.0,75.33999999999999,58367.0,72.55,77.92,,,,590.0,32700.0,41400.0,True,8200.0
Savannah State University,GA,Public,77.88000000000001,7143.0,3115.0,69.27,16819.0,27.32,46.14,925.0,460.0,520.0,,26200.0,35000.0,True,7100.0
Shorter University,GA,Private NonProfit,54.96,5122.0,1151.0,63.27,34403.0,42.91,70.93,1071.0,570.0,590.0,530.0,36600.0,50100.0,True,13900.0
Spelman College,GA,Private NonProfit,72.76,8575.0,2206.0,89.14999999999999,54163.0,74.55000000000001,52.580000000000005,1129.0,580.0,620.0,,34700.0,50700.0,True,
Thomas University,GA,Private NonProfit,39.34,5198.0,674.0,59.3,27354.0,44.78,34.52,881.0,512.0,522.0,,38700.0,37400.0,True,11500.0
Toccoa Falls College,GA,Private NonProfit,38.36,5593.0,840.0,58.49,37297.0,49.38,57.73,,,,,28000.0,32200.0,True,16100.0
Truett McConnell University,GA,Private NonProfit,100.0,4388.0,859.0,78.97,33299.0,34.78,97.29,1052.0,560.0,580.0,505.0,25900.0,37100.0,True,15700.0
Valdosta State University,GA,Public,71.91,7290.0,9367.0,72.7,20998.0,40.32,78.45,1072.0,550.0,590.0,530.0,33200.0,41600.0,True,9200.0
Wesleyan College,GA,Private NonProfit,100.0,6141.0,612.0,73.68,34952.0,50.94,59.81,1052.0,540.0,573.0,580.0,27800.0,37600.0,True,
University of West Georgia,GA,Public,80.97999999999999,7368.0,9444.0,72.82,23684.0,44.35,77.62,1012.0,510.0,580.0,,33900.0,41700.0,True,9000.0
Young Harris College,GA,Private NonProfit,51.18000000000001,5558.0,923.0,60.0,44203.0,43.75,65.03,1065.0,570.0,590.0,530.0,29300.0,41300.0,True,1700.0
Chaminade University of Honolulu,HI,Private NonProfit,100.0,8211.0,1623.0,81.25,38649.0,59.24,88.97,1056.0,560.0,580.0,,31800.0,41000.0,True,6200.0
University of Hawaii at Hilo,HI,Public,81.67999999999999,10646.0,2563.0,71.23,20440.0,37.940000000000005,73.83,1046.0,580.0,590.0,,31700.0,41800.0,True,2700.0
University of Hawaii at Manoa,HI,Public,80.19,12581.0,12864.0,80.04,23405.0,61.8,83.69,1181.0,640.0,640.0,570.0,39000.0,51800.0,True,5400.0
Hawaii Pacific University,HI,Private NonProfit,51.83,8525.0,2652.0,65.55,47698.0,46.37,81.39999999999999,1067.0,590.0,570.0,,41800.0,56400.0,True,7300.0
University of Hawaii-West Oahu,HI,Public,53.33,10041.0,2755.0,74.48,19914.0,38.66,95.23,1012.0,560.0,560.0,,38300.0,41100.0,True,
Boise Bible College,ID,Private NonProfit,90.0,4575.0,94.0,66.67,24258.0,38.64,90.38,988.0,500.0,560.0,560.0,26900.0,32700.0,False,
Boise State University,ID,Public,58.8,8321.0,16973.0,77.82,21621.0,54.52,77.49000000000001,1135.0,600.0,610.0,550.0,35600.0,43100.0,True,15600.0
Idaho State University,ID,Public,95.32,7745.0,6973.0,62.91,20652.0,34.45,,,,,,34900.0,43900.0,True,22000.0
University of Idaho,ID,Public,88.77000000000001,9583.0,6837.0,76.75,21525.0,59.47,74.44,1116.0,600.0,620.0,560.0,35500.0,47000.0,True,14000.0
The College of Idaho,ID,Private NonProfit,54.620000000000005,7156.0,1100.0,84.31,45607.0,66.06,48.35,1153.0,620.0,620.0,,31700.0,47300.0,True,17100.0
Lewis-Clark State College,ID,Public,97.27,6523.0,2613.0,61.19,16922.0,35.85,99.75,998.0,550.0,560.0,,33700.0,38200.0,True,10700.0
